"lm","nn_size10","nn_size6","2nn","7nn","bag_knn","bag_tree","bag_nn"
3.16553974025165,2.81410983795619,2.55880299920008,2.53720996645441,1.89448136397158,1.81301190609119,1.3349317149324,2.87993088152434
-0.733074726732391,0.26981272155429,-0.141310919596412,0.208106562436085,-0.357778376477108,-0.163669983701909,0.412407272495043,-0.289657742897586
0.103351320634473,-0.478413259013389,-0.586183323690184,-0.167064345822157,-0.109180876294376,-0.41064631348577,0.00205005108496094,-0.370877405786213
-0.745686500433068,-0.957376072272647,-1.01916240071992,-1.77427708491191,-0.893170365844889,-1.03291417296616,-1.02894405436256,-0.812740511885865
-2.59369661344698,-4.04346108663836,-5.41591237223034,-0.873829723440546,-1.00513645811978,-1.05978499559512,-2.88692292888847,-4.48196679423347
-1.04583252689653,-2.4814798417013,-2.11101141339906,-0.524870781218909,-1.08056429580868,-1.05540776121354,-2.997239628329,-1.7379889249488
0.0463770431634142,-1.06972434864247,-1.07649905721766,0.0177970261446549,0.385816380519549,0.332844421364854,-3.26893886417804,-0.857688418426874
-0.253409803171282,-0.960067548100249,-1.66467350689567,-0.930975932729845,-0.381809331651006,0.288328182972873,-3.26011725970883,-1.50689958665814
-1.55455261839068,-1.79508783515911,-1.62321125186542,-1.40831492882575,-0.514363771157421,-0.599791785593234,-0.310657257665688,-1.59912452348203
-2.03356324802113,-3.18197885367762,-2.92556650143539,-1.02278791567926,-1.77118634292512,-1.52625754278925,-3.15008352867224,-2.67847308733397
-0.462422144876861,0.807497894138767,0.418787841172129,-0.0145701939035103,-0.0198426749924687,-0.501505283808389,-0.280659594242148,0.280265218942398
-3.17855914557819,-4.69129360198983,-4.82430654410662,-2.20482963867153,-1.82635610517847,-2.28369705797032,-2.86792780502256,-4.81481954390444
-0.149103073935156,0.817575061659584,0.417833911377713,1.4520277401629,0.418229292450596,0.486995021748792,0.249680901397562,0.313469673231816
1.6032725957066,0.559783921324162,0.963125963388289,1.9153698971551,1.06885626185235,0.920598787199523,0.79667557852485,1.08035633191477
-1.7878772225231,-0.959620102551451,-1.14274843987899,-0.372553697950618,-1.0604050049493,-0.87724918443271,-0.920775121769723,-1.11676129392793
-0.28135180557392,-1.15568973715028,-0.85160641842091,-0.092733070214768,-0.830515770317708,-0.364243084278408,-0.193859031809744,-0.573536463134556
1.2434382464481,0.179560648437378,0.809534948570836,0.820029847887566,0.278518722133168,0.717704783615847,0.276341212260345,1.12843971112637
-0.0297737201159285,-1.54981757376855,-2.0033257713312,-2.19350011485734,-1.49646983769354,-0.764766335935016,-2.98641067440749,-1.43725514356707
-0.377284069649754,-0.351355232740602,-0.0322246806051194,0.0503702282591145,-0.220789460080429,-0.440366748114175,-0.808500991309039,-0.355693311058387
-0.145191977659119,0.237940327434168,-0.129039406639034,-0.381421673428769,-0.604828377612052,-0.586777098502272,0.127053601520393,-0.148135697852507
0.371014687299572,0.524385877755887,0.479710595927029,-0.18917995867288,0.294486022561086,0.0381247822287333,-0.394518365442952,0.379155595470189
2.67405171468409,3.02205347924098,3.40819676352446,2.93501614709269,2.50873109820244,2.56230077864345,1.27404035200413,2.77445433947734
-0.993276756348389,-0.514925425521159,-0.265167537838602,-0.685251532206235,-0.774696614133343,-0.72701176268619,0.721951637024437,-0.571424558315493
0.0205280893052749,-0.478725617974412,-0.588749561306334,-0.716413415433,0.263432312746581,0.151735118251758,0.801326106690668,-0.196836762548929
3.04783372673827,1.81995539497706,1.89005188793558,1.78167184157532,1.61925464411559,1.77153537947845,0.708290247004981,1.94747614707516
-1.10466822888894,-0.901387384205592,-1.44483546754195,-0.396717596813454,-0.263956426072248,-0.490307016187651,0.434832333862661,-1.34338882708754
-0.387699014587618,0.0977901187819431,-0.790011196294173,-0.334740349207392,-0.670650764024265,-0.299709585854001,-0.403074367648583,-0.175070955371851
2.4513299198587,3.17977170634942,2.50624567756174,2.83827819484782,2.32961128928381,2.41323927507916,1.27517473667217,2.69296909818591
-1.05885186523047,-0.0101451986036624,0.0366995655500065,-1.47706269724137,-0.303079098011928,-0.325864158965818,0.408262846303639,-0.343182090432842
-0.712353413854906,0.451524562614985,-0.308125359682187,-0.311091011840785,0.100775859311877,0.120438189456794,0.217202063976397,-0.157600455761535
0.209262651090799,0.847330378414667,0.684537521187445,-0.098970944731358,0.462632939221192,0.422937802286892,1.04304139701559,0.859585024791353
0.764312780982904,0.508039706091784,0.42644990345209,-0.419977326579663,-0.186727060840649,0.433612316523475,0.912512809121941,0.409992052131654
1.23950538515892,2.1350083196754,1.77939435140482,1.58747431391744,1.0136305741152,0.610841049821235,1.00631077217573,1.83680607930312
-1.75135721571005,-0.555459657863848,-0.838068712499536,-1.27043543783148,-2.2744380715807,-1.58408182424955,-0.368074256531506,-1.21329764862034
3.8360721966333,2.04750460470802,2.6720733785089,1.77063958376209,1.3244429156652,1.27817065101534,1.24696282098427,2.38846662372946
1.17453028057658,2.32513336436978,1.61542839690698,1.58747431391744,0.844581473249104,0.696428360061655,0.327132748826394,1.77765055850153
-0.503408834308614,0.748545029138652,0.627509188560143,-0.264250359685859,0.897003933269633,0.602945167456532,-0.304306239402586,0.0812494975117465
0.577577683504124,0.881382993793741,0.308119536540451,0.269026900498344,0.392058559560225,0.578078656735662,0.176185494671398,0.600017047367453
2.20880049949687,1.73130415317637,1.86942774195435,2.3301481699976,1.66635773263592,1.56140274517391,1.04443363884482,1.6633372481354
-3.47268384796689,-3.4116588068222,-3.12306828514353,-2.73932599434524,-2.89794831725498,-2.36160504442096,-1.22484079010374,-3.45970580584074
-0.693229210357234,-2.484198259401,-2.6810993521307,-1.39333259524637,-0.055206680102587,-0.582391177542264,-2.97800519073195,-1.7953002168669
-1.16116943376156,-1.66504660167892,-1.5695081855906,-0.779564571074678,-0.93204057092447,-1.0634024514521,-0.0265521694959475,-1.58675268831746
-2.04466372462087,-1.10947284020625,-1.25981981428585,-0.7060641959646,-0.367703403109421,-1.2173670224883,-0.466475782091679,-1.36910543525461
-0.253585488522867,1.10700932783311,0.874647221820015,-0.239528287994885,-0.694740538745723,-0.241682245963071,0.844622840409579,0.421996582004098
-0.530307576781322,-0.558024429348368,-0.300694022815435,1.3301904118508,0.0294587481620683,0.0657656473983046,0.765810168763245,-0.417811568967438
-0.326227275851283,-0.128488070138996,-0.777460563797155,-0.290388145626511,-0.0412355596361339,0.142901622261264,0.249680901397562,-0.422215256980373
-2.35923792349383,-3.16709655625048,-4.2955345951354,-1.63161802061177,-1.07892745205662,-1.00338264447374,-2.9432010596595,-3.57912123822579
-0.893924484031765,-1.70760047072109,-1.60209105398501,-0.596845895819932,-0.91067916030976,-0.873607786133295,-0.0213484395362139,-1.26403765023106
-0.892417570592273,-0.775991133004539,-0.65933193503622,-1.48469388787418,-0.412440096369291,-0.240776385947265,0.382799677687391,-0.528129917897389
-1.13248849837993,-0.929323528308253,-1.07985837677585,-1.5019356024585,-1.01095503356855,-0.886394815144537,-0.330019258818454,-1.27867350098451
1.9098548287993,1.48133225991024,1.34064622943002,0.507282544212187,1.00308846856115,0.875990390643836,1.04199192238171,1.68986608332025
-1.56050162105226,-2.05455524606669,-2.22942554235822,-1.8368747094875,-1.197312125491,-1.58514758780891,-1.04845929029379,-1.80396500779747
0.189447620321063,1.21717020009558,0.983389448761263,0.210311625897452,0.676183411433207,0.787224065347725,0.49688081040074,0.846319693337556
-2.06328187411575,-1.82780309952517,-1.57155713354203,-4.23881749232337,-2.09193765408318,-1.89077328228866,-0.783655612922488,-2.07604528510067
-0.0302633288640112,0.328881791749135,0.0265575428106013,1.27994033292567,0.784600657275183,0.864625416736947,-0.719819549525277,0.357120607071452
2.10950381535081,2.03274042121063,1.47172692490842,1.58830165315331,0.975215445528135,1.16974824509486,1.29870109833133,2.1143835495881
-0.968310070467653,-0.453137943611629,-0.465106150475666,-1.85284823931543,-0.659600333345765,-0.729337127351324,-1.00434611822692,-0.626939782816413
0.403372319537641,1.89022254323278,0.752972472813643,1.36888305142357,-0.248160974203901,0.130503508954639,0.328532850625443,0.987911247038184
-1.54741774722245,-1.10713870632397,-0.814066771571418,-0.68045388272355,-0.880247502561119,-0.843386319992778,-1.19844692550598,-0.971800575452879
-1.66687862539638,-1.36432180183022,-0.668304120339413,-2.20482963867153,-0.576065589975777,-1.22725059309572,-0.362900621830971,-1.20689025440925
-0.542062382935964,-0.135158769916953,-0.126278326217932,-0.588245779787267,-0.389885925767087,-0.371529627927069,0.0214986705075079,-0.12876140970302
0.354490770742722,1.44057359210694,0.883394564541453,1.29310627968472,1.05854334106563,0.352992030471432,0.0530051438353808,0.977098737910928
-1.70260119330164,-3.60215282089155,-3.27937502249501,-2.73212445061532,-2.26600373406149,-1.88718703155128,-2.87559079708029,-2.55295351940691
-1.73643620908423,-1.48505773861154,-2.05703346180248,-1.49555438044808,-1.68703145368921,-0.923643386648586,0.30666448734364,-1.66119800132968
0.591171120641198,-0.0821207732586781,0.177755428465877,2.42875907375716,1.69910116153647,1.07645819846216,0.569135333214433,0.951089420809589
2.46626291187406,3.00809265485678,2.30328665893625,3.19339499895164,2.25786416385366,1.93349768372443,1.13161617565763,2.71403078975676
0.0686433705073012,-0.00550666394643448,0.0823192215652799,-0.249653032208917,-0.833485464145835,-0.465626080579722,-0.451781574715436,-0.131956027566085
3.32799932996516,2.79405127657034,3.0271891157485,2.70949383816315,2.05844363078801,1.87301913305138,1.42693474022974,2.72803548939875
1.69305698303282,0.885538560997889,0.735652850886625,0.805783231055681,0.141954304984273,0.182352190800597,0.258052297491042,0.914265407550709
0.740513427988576,1.23295515822219,1.51043955535418,1.08473947022128,0.927245426308332,0.953239461549349,1.016315455853,1.30411398360496
2.22125872435956,0.485836340815495,0.907077126519641,1.28896881087576,1.69835386936435,1.42505301520119,-0.371006957707234,1.3719504412386
1.77669211760182,2.6536450374804,2.21211279319622,1.73914664296524,1.3360719644621,1.52331382284541,1.20955282745315,2.37853796995308
-0.196329673597759,-0.165608455803936,0.355712417248465,0.780530326313196,-0.124041540002563,-0.0648579467565258,0.0856716193742442,0.0584285421780332
-0.677958270042285,-0.0561789227271685,-1.60292112988141,0.70805255153902,0.0826899251826609,-0.547781871399653,0.647928581707009,0.105611578039135
-1.29823549379082,-1.03797525595362,-0.547511579370026,-0.337968113721401,-0.646842936401044,-0.735194716541839,0.566096822716453,-0.469801930371657
-0.38782513350804,-0.387780482624665,-0.525359730855779,-1.67217634152526,-0.505462667176016,-0.384321158613899,0.245437633461772,-0.198260156690772
-0.676382160135762,-1.23096061283928,-0.588512629413652,-0.138082823208497,-0.163510229637113,-0.308671956109872,-0.9679638275858,-0.673100527073435
-0.316027357075795,1.18166789470998,1.18639146441288,1.07106986648341,-0.00101621624376438,0.0390417394658768,0.319993630648478,0.518685219026693
-0.00842789434037535,-0.0104276071011074,0.29036349049554,-0.221086009627895,-0.450920559719198,-0.113554529677482,0.385662269718439,0.00376356989501433
1.71168719305628,1.69127427861497,2.02032013213417,1.32469030891918,1.33307858539259,1.43170567376258,0.834729677246761,2.03453815488242
1.35896412840507,0.559365135821506,1.14774203875875,0.42619012204323,0.653061446457121,0.435982383883944,1.06011030704688,0.822920845992456
2.97092009572014,3.53862775728175,3.23948992426434,3.09395342711878,1.7164973249404,1.6953165921461,1.26372121991214,2.82389509553195
0.0771672642615022,0.085200599928045,0.211981894156877,-0.5062977269502,0.0330105787821973,0.207150896956308,0.599141078031378,0.164634665820283
-1.74449310818779,-3.75621195974616,-3.8621606274665,-3.01609988791057,-1.50269792546601,-1.83560228716322,-3.02278143029818,-3.42370829250817
-1.33013766955863,-1.37931214782135,-0.98341538483436,-1.64202863992884,-1.69382408496592,-1.47623300371916,-0.942198419403624,-1.39031832735821
-2.2315174036333,-1.89767785096007,-1.83202774268352,-2.56628836151728,-1.87628324993384,-2.12455068664527,-1.12647852364062,-2.05555658287603
-1.6531194155455,-1.0440199457125,-1.48158843216591,-1.05942873195368,-1.00389371315609,-0.866387903513071,0.279183233453049,-1.5988648792581
1.98635216483241,1.80429414084684,1.70026312842902,2.65512451159511,2.08451263521797,2.15477555123545,1.02327775717387,1.93161306797375
0.92653352391834,-0.245166737088643,0.495439215503543,0.323913504324617,0.536260196165316,0.720727583515267,-0.423487205594616,0.641006090175952
-0.849295579342672,0.368286995054657,0.280417149625974,0.51901977891122,-0.369941595127668,0.0149856280366758,-0.538563322747681,-0.215634495228079
0.508909034287815,0.314531438287415,0.0802009264922012,0.158175667928865,0.470469311931702,0.0388650696322341,1.13451101512473,0.202100236722836
-0.725995529559405,-1.30729626600698,0.0917887069792516,1.39507065293949,0.118367604905891,0.160807929028276,0.112864618673248,-0.372375671877059
-0.0152591263949591,-0.876766180705672,-0.118992023020751,-0.161141164274431,-0.42876987951485,-0.350087803525934,-0.370524187056955,-0.348134897277778
-1.86878005492629,-0.955407653112322,-1.60767753930145,-0.668945863185838,-0.729438332068948,-0.443672124254196,-0.300120473684697,-1.5126287016063
0.535168439267514,-0.137540647801586,0.124767096624067,-1.08635767655405,1.28356008995826,0.905620923920747,0.111835407763292,0.532527131905508
-0.804015338841087,-1.05465056099805,-1.07953527327439,-0.744672716203404,-0.615915047473108,-0.522850232081275,-0.981423070465135,-0.791264682786287
0.299735466700602,0.668911716493892,0.486378407758096,0.937403826878197,0.417617737288665,0.408171716953018,0.231812952093286,0.726259213382077
1.05467798331586,2.0853325749684,1.97010158791223,1.80058832307975,1.13766331311607,0.591174174752912,1.11960021660797,1.65901133275647
-0.576291990722446,0.0600198276159606,-0.291731635461608,-1.61330131212072,-0.453683691601555,-0.0999489525934052,0.111545738968904,-0.433622236378095
-0.640646639149418,-0.281078161552533,-0.557888515200852,-0.540051525494887,-0.66091797514982,-0.645503103768071,0.480807874305259,-0.709236309960812
2.02759859260835,1.22084215105682,1.5833605898602,-0.163579230018295,0.979829258359575,0.812194157043157,1.15476581187337,1.67345836308429
-1.27999569079327,-1.1020756888047,-1.42843083906942,-1.29821874384416,-1.15212745070315,-1.60498935104502,-1.22017708758733,-1.53988275835917
-2.93201761797429,-4.47994175899501,-5.59099359026286,-1.68161217512988,-1.32608574371267,-1.48840943946493,-3.15283922582208,-4.78414468580928
2.09895126903009,1.46625713189537,1.73559978239516,2.3786293976735,1.9661812368218,1.72894186096739,0.999611775435941,1.85313308359495
1.07965103226297,1.59566384408233,1.32681222358552,2.14932118169232,1.6280866782183,1.56432189289915,0.950574979015043,1.27684163075441
