"y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28"
2.66173039553997,0.307465828302966,0.824115869646659,-0.846732596814649,-0.143638201700377,0.300533557533616,-1.35965988410163,0.62886059482596,-0.279597287383783,0.157514399499479,0.540438024157305,1.00730804817761,1,0.480941590984074,0.363331834713418,-0.97459453628165,1.10170641638172,0.99757552110005,-0.725204629775749,0.696180643109802,-1.26225413314263,1.29667768302962,0.614137914730872,1.75209512072162,0.281322633350629,1.55827165864411,-0.0230323222571969,-1.36549468103579,0.427184927078155
-0.227966054647852,-1.3154018393252,1.11619042062749,1.2252393924309,0.469823721998917,0.384231795760856,-2.04258335346921,0.395623658192493,-0.279597287383783,-0.815924589407302,-0.511832608889999,-0.991781141847323,-1,0.480941590984074,1.68078526040123,-0.97459453628165,-0.45831229254483,0.99757552110005,-0.535516848289359,-0.558305795939925,0.837044286423551,-0.676637794926142,0.624463875317209,1.68695198039302,0.94760518895548,-1.08218880246582,0.268123026233749,1.6688111110584,-1.52238747817632
-1.38909134346009,-1.07426820003139,-0.367362854195794,1.09554582146003,-1.08958712221379,0.76924369160616,1.38746729211146,0.282123330739845,-0.675355321142161,1.45543305137519,0.540438024157305,-0.991781141847323,1,-1.59608079355931,1.47720809057965,-0.97459453628165,0.789702674596412,-1.00145713791367,-1.27389403131956,-0.100168972761597,1.64737499605852,0.823037308018599,-0.151400326836509,-0.937612774117106,-0.582854848807632,0.522556960798824,1.40933859402814,-0.881565243861508,-1.71212982411307
-0.311765210907734,0.161063261588869,-0.856471824489096,0.825220667508684,0.20758045690609,-0.0342593953753441,-1.20789911313106,0.516607523718944,-0.279597287383783,-1.14040425237623,0.540438024157305,-0.991781141847323,1,0.480941590984074,-1.50704928325814,1.02507154413687,-0.770316034330141,-1.00145713791367,1.67961979536458,-1.11817842964921,-0.36233619233695,0.45047393060384,-1.65746149612298,-0.961080449623649,1.17414593225182,-0.756721608610308,0.273199099639268,-0.00801928937762888,-0.195380220824281
-5.00123876232393,0.230915466622393,1.50214607728074,-0.846732596814649,1.02709066032118,-1.03863825410222,-0.0967016036516043,-1.77834415224671,-0.61203403574082,0.806473725437333,1.59270865720461,1.00730804817761,-2,0.480941590984074,0.557031729722815,1.02507154413687,-0.770316034330141,-1.00145713791367,1.18555026863944,-0.363926353825106,0.931706825066172,-1.31480152823494,-0.0391292947576047,-0.654889341311558,1.49047811188001,-0.991156598039115,-0.48373902723846,-1.67517060650722,-1.39110114664741
-2.61396829710916,0.0749441046982231,-0.856471824489096,-0.846732596814649,0.488555383791262,-1.03863825410222,-0.768050098962105,1.51815436926265,0.701882636336994,1.13095338840626,0.540438024157305,-0.991781141847323,-2,-1.59608079355931,0.670077384970637,-0.97459453628165,-0.770316034330141,0.99757552110005,-1.44820230307947,0.619264228638038,-1.52847081776022,-0.800337368908644,0.78516781115907,0.104160599689002,0.709302295278244,1.2069327382413,0.650231907274503,-1.33885164612745,-1.34278805459365
-0.914125371465089,2.47671170242623,-0.856471824489096,-0.846732596814649,-0.401198551345119,-1.03863825410222,1.95592712913683,-2.00285029446074,0.701882636336994,0.157514399499479,-0.511832608889999,1.00730804817761,-2,-0.557569601287616,0.681624461515373,-0.97459453628165,0.477698932811102,0.99757552110005,1.34931484385709,1.72320125280822,1.75889807020113,-1.60138813413613,-0.138168393403496,0.531425295150186,1.51053273337567,-0.174121439058105,-0.516794884901428,-0.298200990623989,1.04813918299731
-0.924656754538812,0.779207432159503,1.33408730786716,-0.846732596814649,-0.780514702640102,0.903160872769744,-0.362926006964389,-0.221768232896093,-0.279597287383783,-1.78936357831408,-0.511832608889999,-0.991781141847323,-2,0.480941590984074,1.00191300386459,1.02507154413687,1.72571389995234,-1.00145713791367,-1.24757696091288,0.0894854755032553,1.70083870262823,0.0466383074741361,0.0100322889040831,-0.921960800653328,-1.51220367056305,1.10391254926311,0.0112803183855778,1.00282272157731,0.592453743692615
-1.41099218767164,-0.432202041435579,0.963198989161343,-0.846732596814649,0.488555383791262,-1.03863825410222,-0.00410181119498281,-0.305334408053538,-0.61203403574082,0.806473725437333,0.540438024157305,-0.991781141847323,-1,0.480941590984074,1.61254780602255,-0.97459453628165,-0.770316034330141,-1.00145713791367,-1.67571568275221,1.6541938254836,-1.0856913772162,0.547277532639594,0.66099170026148,0.957744301380651,-0.326191154502104,-1.32517597096829,0.800961498677842,-1.15216577554686,0.908960679166835
-3.07088742528012,-1.09436266997254,2.04341121739205,-0.846732596814649,1.02709066032118,-1.03863825410222,0.0344814356619426,-1.01003424333647,0.701882636336994,-0.815924589407302,0.540438024157305,-0.991781141847323,-2,0.480941590984074,0.232860251978921,-0.97459453628165,-0.45831229254483,-1.00145713791367,0.811881311567571,-1.58226214112798,0.300794853379235,-0.978199259769582,-0.703481527147723,-1.64526978540106,1.27052420077448,1.09545391403895,-1.39404830747874,-0.411243667496869,-0.209984129247519
